sender,sender_type,sender_id,timestamp,meta,,Blank,DownLeft1,DownLeft2,DownLeft3,DownLeft4,DownLeft5,DownLeft6,DownRight1,DownRight2,DownRight3,DownRight4,DownRight5,DownRight6,FoodHabits_Fru_item1,FoodHabits_Fru_item2,FoodHabits_Fru_item3,FoodHabits_Fru_item4,FoodHabits_Fru_item5,FoodHabits_Fru_item6,FoodHabits_Fru_item7,FoodHabits_Meat_item1,FoodHabits_Meat_item2,FoodHabits_Meat_item3,FoodHabits_Meat_item4,FoodHabits_Meat_item5,FoodHabits_Meat_item6,FoodHabits_Meat_item7,FoodHabits_Swe_item1,FoodHabits_Swe_item2,FoodHabits_Swe_item3,FoodHabits_Swe_item4,FoodHabits_Swe_item5,FoodHabits_Swe_item6,FoodHabits_Swe_item7,FoodHabits_Veg_item1,FoodHabits_Veg_item2,FoodHabits_Veg_item3,FoodHabits_Veg_item4,FoodHabits_Veg_item5,FoodHabits_Veg_item6,FoodHabits_Veg_item7,ImgA,ImgB,LeftBar,PSS_item01,PSS_item02,PSS_item03,PSS_item04,PSS_item05,PSS_item06,PSS_item07,PSS_item08,PSS_item09,PSS_item10,RefA,RefB,RefB1,RefB2,RefB3,RefB4,RefB5,RefB6,RefB7,Ref_PB,RightBar,UpLeft1,UpLeft2,UpLeft3,UpLeft4,UpLeft5,UpLeft6,UpRight1,UpRight2,UpRight3,UpRight4,UpRight5,UpRight6,VarA,VarA1,VarA2,VarA3,VarA4,VarB,VarB1,VarB2,VarB3,VarB4,VarB5,VarB6,Var_PB,attCheck_fileA,attCheck_fileB,attCheck_fileC,attCheck_fileD,attCheck_options,attCheck_valueA,attCheck_valueB,attCheck_valueC,attCheck_valueD,attention_check,block,browser_name,choseL,choseR,consent_form1,consent_form2,consentconfirmation_form1,consentconfirmation_form2,correct,correctResponse,diet,disorder,duration,edu,ended_on,enjoy,full_version,gender,group,hunger,img,imgTask,input_age,input_meal,input_occ,input_remark,lateRespFeed,list,major_version,message,mixQ_item1,mixQ_item2,mixQ_item3,mixQ_item4,mixQ_item5,name,navigator_appName,navigator_userAgent,os,pracQ1_IDa,pracQ1_IDb,pracQ1_IDc,pracQ1_IDd,pracQ1_optionA,pracQ1_optionB,pracQ1_optionC,pracQ1_optionD,pracQ1_valueA,pracQ1_valueB,pracQ1_valueC,pracQ1_valueD,pracQ2_IDa,pracQ2_IDb,pracQ2_IDc,pracQ2_optionA,pracQ2_optionB,pracQ2_optionC,pracQ2_valueA,pracQ2_valueB,pracQ2_valueC,pracQ4_IDa,pracQ4_IDb,pracQ4_IDc,pracQ4_IDd,pracQ4_optionA,pracQ4_optionB,pracQ4_optionC,pracQ4_optionD,pracQ4_valueA,pracQ4_valueB,pracQ4_valueC,pracQ4_valueD,pracQ5_IDa,pracQ5_IDb,pracQ5_IDc,pracQ5_IDd,pracQ5_optionA,pracQ5_optionB,pracQ5_optionC,pracQ5_optionD,pracQ5_valueA,pracQ5_valueB,pracQ5_valueC,pracQ5_valueD,prefHealty,prefUnhealthy,rep,response,response_action,skip,snack,sublock,subtitle,task_difficulty,task_engagement,task_focus,textL,textR,time_commit,time_end,time_render,time_run,time_show,time_switch,trial_count,trial_countO,url,valence
choice_sequence,flow.Sequence,2_4_3_6_1_1_4_0_0_5,2021-01-14T19:03:22.596Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,4000.0259999999544,,completion,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,,,false,,2,,,,,,,548501.7550000048,548499.465,544482.773,544488.0450000055,544499.439,548516.131,,,,
fixCross,canvas.Screen,2_4_3_6_1_1_4_0_0_6_0,2021-01-14T19:03:23.246Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB07.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,1016.780999999959,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,,,false,,2,,,,,,,549151.1850000097,549149.594,548499.465,548505.3450000123,548516.131,549532.912,77,,,
timeout,canvas.Screen,2_4_3_6_1_1_4_0_0_6_1,2021-01-14T19:03:24.112Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB07.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,849.8070000000298,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,,,false,,2,,,,,,,550017.4899999984,550016.067,549149.594,549531.9149999996,549532.912,550382.719,,,,
choice,canvas.Screen,2_4_3_6_1_1_4_0_0_6_2,2021-01-14T19:03:24.495Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB07.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,144.94800000509713,,response,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,right,keydown(ArrowRight),false,,2,,,,,,,550400.6950000039,550161.0150000051,550016.067,550394.180000003,,550782.832,,77,,
square,canvas.Screen,2_4_3_6_1_1_4_0_0_6_3,2021-01-14T19:03:25.863Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB07.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,999.9559999998892,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,,,false,,2,,,,,white,black,551768.4799999988,551766.122,550382.719,550790.2299999987,550782.832,551782.788,,,,
ITI_late,canvas.Screen,2_4_3_6_1_1_4_0_0_6_4,2021-01-14T19:03:26.362Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB07.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,516.6550000000279,,timeout,,,,,,,,,,,,white,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,,,false,,2,,,,,,,552267.4100000004,552266.111,551766.122,551770.2200000058,551782.788,552299.443,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_1_4_0_0_6,2021-01-14T19:03:26.363Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB07.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,3749.9799999999814,,completion,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,,,false,,2,,,,,,,552268.0300000065,552266.111,548499.465,548504.6700000094,548516.131,552299.443,,,,
choice_loop,flow.Loop,2_4_3_6_1_1_4_0_0,2021-01-14T19:03:26.363Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32433.275000000023,,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",6,,,false,,,,,,,,,552268.465000001,552266.111,519816.17,519822.76999999885,519832.836,552299.443,,,,
choice_frame,html.Frame,2_4_3_6_1_1_4_0,2021-01-14T19:03:26.363Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32435.75900000136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,false,,,,,,,,,552268.7300000107,552268.5950000014,519816.17,519801.335000011,519832.836,552316.109,,,,
sublock_2,flow.Sequence,2_4_3_6_1_1_4,2021-01-14T19:03:26.364Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32435.75900000136,,completion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,false,,,,,,,,,552268.8550000021,552268.5950000014,519816.17,519801.31000000983,519832.836,552316.109,,,,
fixCross,canvas.Screen,2_4_3_6_1_1_5_0_0_0_0,2021-01-14T19:03:26.945Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB13.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB13.png,,,,,,,,,,,1,,,,,,,,,,,,983.5839999999152,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,552850.3049999999,552849.711,552299.443,552301.7250000121,552316.109,553299.693,78,,,
timeout,canvas.Screen,2_4_3_6_1_1_5_0_0_0_1,2021-01-14T19:03:27.879Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB13.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB13.png,,,,,,,,,,,1,,,,,,,,,,,,933.0890000000363,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,553784.3050000083,553782.8,552849.711,553300.8950000076,553299.693,554232.782,,,,
choice,canvas.Screen,2_4_3_6_1_1_5_0_0_0_2,2021-01-14T19:03:28.340Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB13.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB13.png,,,,,,,,,,,1,,,,,,,,,,,,131.80499999807216,,response,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,left,keydown(ArrowLeft),false,,2,,,,,,,554245.2000000048,553914.6049999981,553782.8,554239.385000008,,554699.504,,78,,
square,canvas.Screen,2_4_3_6_1_1_5_0_0_0_3,2021-01-14T19:03:29.778Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB13.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB13.png,,,,,,,,,,,1,,#33ff3f,#808080,,,,,,,,,999.9420000000391,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,black,white,555683.7700000033,555682.78,554232.782,554704.1600000084,554699.504,555699.446,,,,
ITI_late,canvas.Screen,2_4_3_6_1_1_5_0_0_0_4,2021-01-14T19:03:30.529Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB13.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB13.png,,,,,,,,,,,1,,,,,,,,,,,,750.0050000000047,,timeout,,,,,,,,,,,,white,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,556434.5250000042,556432.785,555682.78,555685.6499999994,555699.446,556449.451,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_1_5_0_0_0,2021-01-14T19:03:30.530Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB13.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,5,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB13.png,,,,,,,,,,,1,,,,,,,,,,,,4116.675999999978,,completion,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,556435.2500000095,556432.785,552299.443,552301.0050000012,552316.109,556449.451,,,,
fixCross,canvas.Screen,2_4_3_6_1_1_5_0_0_1_0,2021-01-14T19:03:31.128Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB14.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,1,,,,,,,,,,,,1050.033999999985,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,557033.6150000076,557032.837,556432.785,556439.280000006,556449.451,557499.485,79,,,
timeout,canvas.Screen,2_4_3_6_1_1_5_0_0_1_1,2021-01-14T19:03:32.078Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB14.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,1,,,,,,,,,,,,949.9790000000503,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,557983.3000000071,557982.816,557032.837,557504.8749999987,557499.485,558449.464,,,,
choice,canvas.Screen,2_4_3_6_1_1_5_0_0_1_2,2021-01-14T19:03:32.558Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB14.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,1,,,,,,,,,,,,319.43900000234134,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,right,keydown(ArrowRight),false,,2,,,,,,,558463.3600000088,558302.2550000023,557982.816,558457.110000003,,558966.172,,79,,
square,canvas.Screen,2_4_3_6_1_1_5_0_0_1_3,2021-01-14T19:03:34.046Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB14.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,999.9839999999385,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,white,black,559951.1800000037,559949.49,558449.464,558974.1599999979,558966.172,559966.156,,,,
